Z,Concentration
-61.900000000000006,0.0
-61.800000000000004,0.0
-61.7,0.0
-61.6,0.0
-61.5,0.0
-61.400000000000006,0.0
-61.300000000000004,0.0
-61.2,0.0
-61.1,0.0
-61.0,0.0
-60.900000000000006,0.0
-60.800000000000004,0.0
-60.7,0.0
-60.6,0.0
-60.5,0.0
-60.400000000000006,0.0
-60.300000000000004,0.0
-60.2,0.0
-60.1,0.0
-60.0,0.0
-59.900000000000006,0.0
-59.800000000000004,0.0
-59.7,0.0
-59.6,0.0
-59.5,0.0
-59.400000000000006,0.0
-59.300000000000004,0.0
-59.2,0.0
-59.1,0.0
-59.0,0.0
-58.900000000000006,0.0
-58.800000000000004,0.0
-58.7,0.0
-58.6,0.0
-58.5,0.0
-58.400000000000006,0.0
-58.300000000000004,0.0
-58.2,0.0
-58.1,0.0
-58.0,0.0
-57.900000000000006,0.0
-57.800000000000004,0.0
-57.7,0.0
-57.6,0.0
-57.5,0.0
-57.400000000000006,0.0
-57.300000000000004,0.0
-57.2,0.0
-57.1,0.0
-57.0,0.0
-56.900000000000006,0.0
-56.800000000000004,0.0
-56.7,0.0
-56.6,0.0
-56.5,0.0
-56.400000000000006,0.0
-56.300000000000004,0.0
-56.2,0.0
-56.1,0.0
-56.0,0.0
-55.900000000000006,0.0
-55.800000000000004,0.0
-55.7,0.0
-55.6,0.0
-55.5,0.0
-55.400000000000006,0.0
-55.300000000000004,0.0
-55.2,0.0
-55.1,0.0
-55.0,0.0
-54.900000000000006,0.0
-54.800000000000004,0.0
-54.7,0.0
-54.6,0.0
-54.5,0.0
-54.400000000000006,0.0
-54.300000000000004,0.0
-54.2,0.0
-54.1,0.0
-54.0,0.0
-53.900000000000006,0.0
-53.800000000000004,0.0
-53.7,0.0
-53.6,0.0
-53.5,0.0
-53.400000000000006,0.0
-53.300000000000004,0.0
-53.2,0.0
-53.1,0.0
-53.0,0.0
-52.900000000000006,0.0
-52.800000000000004,0.0
-52.7,0.0
-52.6,0.0
-52.5,0.0
-52.400000000000006,0.0
-52.300000000000004,0.0
-52.2,0.0
-52.1,0.0
-52.0,0.0
-51.900000000000006,0.0
-51.800000000000004,0.0
-51.7,0.0
-51.6,0.0
-51.5,0.0
-51.400000000000006,0.0
-51.300000000000004,0.0
-51.2,0.0
-51.1,0.0
-51.0,0.0
-50.900000000000006,0.0
-50.800000000000004,0.0
-50.7,0.0
-50.6,0.0
-50.5,0.0
-50.400000000000006,0.0
-50.300000000000004,0.0
-50.2,0.0
-50.1,0.0
-50.0,0.0
-49.900000000000006,0.0
-49.800000000000004,0.0
-49.7,0.0
-49.6,0.0
-49.5,0.0
-49.400000000000006,0.0
-49.300000000000004,0.0
-49.2,0.0
-49.1,0.0
-49.0,0.0
-48.900000000000006,0.0
-48.800000000000004,0.0
-48.7,0.0
-48.6,0.0
-48.5,0.0
-48.400000000000006,0.0
-48.300000000000004,0.0
-48.2,0.0
-48.1,0.0
-48.0,0.0
-47.900000000000006,0.0
-47.800000000000004,0.0
-47.7,0.0
-47.6,0.0
-47.5,0.0
-47.400000000000006,0.0
-47.300000000000004,0.0
-47.2,0.0
-47.1,0.0
-47.0,0.0
-46.900000000000006,0.0
-46.800000000000004,0.0
-46.7,0.0
-46.6,0.0
-46.5,0.0
-46.400000000000006,0.0
-46.300000000000004,0.0
-46.2,0.0
-46.1,0.0
-46.0,0.0
-45.900000000000006,0.0
-45.800000000000004,0.0
-45.7,0.0
-45.6,0.0
-45.5,0.0
-45.400000000000006,0.0
-45.300000000000004,0.0
-45.2,0.0
-45.1,0.0
-45.0,0.0
-44.900000000000006,0.0
-44.800000000000004,0.0
-44.7,0.0
-44.6,0.0
-44.5,0.0
-44.400000000000006,0.0
-44.300000000000004,0.0
-44.2,0.0
-44.1,0.0
-44.0,0.0
-43.900000000000006,0.0
-43.800000000000004,0.0
-43.7,0.0
-43.6,0.0
-43.5,0.0
-43.400000000000006,0.0
-43.300000000000004,0.0
-43.2,0.0
-43.1,0.0
-43.0,0.0
-42.900000000000006,0.0
-42.800000000000004,0.0
-42.7,0.0
-42.6,0.0
-42.5,0.0
-42.400000000000006,0.0
-42.300000000000004,0.0
-42.2,0.0
-42.1,0.0
-42.0,0.0
-41.900000000000006,0.0
-41.800000000000004,0.0
-41.7,0.0
-41.6,0.0
-41.5,0.0
-41.400000000000006,0.0
-41.300000000000004,0.0
-41.2,0.0
-41.1,0.0
-41.0,0.0
-40.900000000000006,0.0
-40.800000000000004,0.0
-40.7,0.0
-40.6,0.0
-40.5,0.0
-40.400000000000006,0.0012341715950223884
-40.300000000000004,0.0012341715950223884
-40.2,0.0012341715950223884
-40.1,0.0012341715950223884
-40.0,0.006170857975111942
-39.900000000000006,0.006170857975111943
-39.800000000000004,0.004936686380089554
-39.7,0.0037025147850671654
-39.6,0.006170857975111943
-39.5,0.006170857975111942
-39.400000000000006,0.0037025147850671654
-39.300000000000004,0.006170857975111942
-39.2,0.008639201165156719
-39.1,0.012341715950223885
-39.0,0.0037025147850671654
-38.900000000000006,0.006170857975111943
-38.800000000000004,0.0037025147850671654
-38.7,0.014810059140268662
-38.6,0.017278402330313438
-38.5,0.02468343190044777
-38.400000000000006,0.02221508871040299
-38.300000000000004,0.028385946685514928
-38.2,0.01974674552035821
-38.1,0.04319600582578359
-38.0,0.033322633065604484
-37.900000000000006,0.04443017742080599
-37.800000000000004,0.043196005825783576
-37.7,0.06417692294116419
-37.6,0.05553772177600747
-37.5,0.06664526613120896
-37.400000000000006,0.06047440815609702
-37.300000000000004,0.07281612410632089
-37.2,0.07528446729636568
-37.1,0.061708579751119395
-37.0,0.0925628696266791
-36.900000000000006,0.10737292876694776
-36.800000000000004,0.09996789919681341
-36.7,0.12958801747735071
-36.6,0.12958801747735071
-36.5,0.17154985170811188
-36.400000000000006,0.1419297334275746
-36.300000000000004,0.17895488127824621
-36.2,0.1962332836085596
-36.1,0.219682543913985
-36.0,0.2098091711538059
-35.900000000000006,0.23696094624429853
-35.800000000000004,0.266581064524836
-35.7,0.2962011828053734
-35.6,0.35173890458138113
-35.5,0.3480363897963139
-35.400000000000006,0.39863742519223205
-35.300000000000004,0.3887640524320532
-35.2,0.41221331273747863
-35.1,0.42455502868770223
-35.0,0.5134153835293147
-34.900000000000006,0.5171178983143817
-34.800000000000004,0.5553772177600762
-34.7,0.6417692294116434
-34.6,0.6615159749320014
-34.5,0.7330979274433
-34.400000000000006,0.7170536967080092
-34.300000000000004,0.7750597616740619
-34.2,0.7713572468889949
-34.1,0.8034457083595761
-34.0,0.930565382646883
-33.900000000000006,1.0576850569341898
-33.800000000000004,1.0416408261988972
-33.7,1.1650579857011383
-33.6,1.146545411775802
-33.5,1.2218298790721671
-33.400000000000006,1.3279686362440926
-33.300000000000004,1.4020189319454361
-33.2,1.576037126843594
-33.1,1.6044230735291085
-33.0,1.7154985170811234
-32.900000000000006,1.7759729252372207
-32.800000000000004,1.8833458540041699
-32.7,1.9931871259611624
-32.6,2.0808133092077523
-32.5,2.1560977765041165
-32.400000000000006,2.4498306161194443
-32.300000000000004,2.523880911820789
-32.2,2.536222627771014
-32.1,2.615209609852444
-32.0,2.883024845972303
-31.900000000000002,3.02125206461481
-31.800000000000004,3.226124549388524
-31.700000000000003,3.2557446676690627
-31.6,3.3816301703613454
-31.500000000000004,3.5778634539699086
-31.400000000000002,3.7703942227933993
-31.300000000000004,4.071532091978864
-31.200000000000003,4.301088008653033
-31.1,4.209759310621373
-31.000000000000004,4.707130463415396
-30.900000000000002,4.828079279727588
-30.800000000000004,4.874977800338439
-30.700000000000003,5.1353880068881645
-30.6,5.430355018098505
-30.500000000000004,5.543898804840568
-30.400000000000002,5.775923064704777
-30.300000000000004,6.032630756469424
-30.200000000000003,6.140003685236377
-30.1,6.449780755586989
-30.000000000000004,6.6953809029964395
-29.900000000000002,6.841013151209084
-29.800000000000004,7.070569067883247
-29.700000000000003,7.353194363143381
-29.6,7.464269806695402
-29.500000000000004,7.761705161095804
-29.400000000000002,7.897464036548257
-29.300000000000004,8.286228088980325
-29.200000000000003,8.381259301797037
-29.1,8.624391106016459
-29.000000000000004,8.851478679500577
-28.900000000000002,8.851478679500577
-28.800000000000004,9.104483856480176
-28.700000000000003,9.288375424138508
-28.6,9.471032820201813
-28.500000000000004,9.72897468356149
-28.400000000000002,10.196725718074978
-28.300000000000004,10.247326753470892
-28.200000000000003,10.40283237444371
-28.1,10.826153231536392
-28.000000000000004,10.864412550982093
-27.900000000000002,10.982893024104236
-27.800000000000004,11.358081188991019
-27.700000000000003,11.632067283085995
-27.6,11.728332667497742
-27.500000000000004,12.050451453798576
-27.400000000000002,11.88877497485066
-27.300000000000004,12.3984878435949
-27.200000000000003,12.180039471275935
-27.1,12.789720239216994
-27.000000000000004,12.80329612676223
-26.900000000000002,12.981016836445448
-26.800000000000004,13.06987719128707
-26.700000000000003,13.02544701386625
-26.6,13.292028078391093
-26.500000000000004,13.33275574102683
-26.400000000000002,13.762247456094613
-26.300000000000004,13.817785177870618
-26.200000000000003,13.89800633154708
-26.1,13.935031479397756
-26.000000000000004,14.09053710037057
-25.900000000000002,14.352181478515321
-25.800000000000004,14.475598638017562
-25.700000000000003,14.416358401456487
-25.6,14.471896123232492
-25.500000000000004,14.776736507203031
-25.400000000000002,14.659490205675903
-25.300000000000004,14.69281283874151
-25.200000000000003,15.03714671375276
-25.1,15.164266388040069
-25.000000000000004,15.118602039024235
-24.900000000000002,15.47651180158075
-24.800000000000004,15.37160721600383
-24.700000000000003,15.619675706603344
-24.6,15.683852629544509
-24.500000000000004,15.866510025607823
-24.400000000000002,15.882554256343115
-24.300000000000004,15.769010469601053
-24.200000000000003,15.84799745168249
-24.1,16.061509137621357
-24.000000000000004,16.145432806082898
-23.900000000000002,16.124451888967503
-23.800000000000004,16.23305898932948
-23.700000000000003,16.293533397485575
-23.6,16.22195144497427
-23.500000000000004,16.5206209709697
-23.400000000000002,16.510747598209512
-23.300000000000004,16.495937539069253
-23.200000000000003,16.574924521150688
-23.1,16.623057213356564
-23.000000000000004,16.725493455743422
-22.900000000000002,16.802012094634804
-22.800000000000004,16.703278367033015
-22.700000000000003,16.441633988888256
-22.6,17.014289608978657
-22.500000000000004,16.845208100460592
-22.400000000000002,16.913087538186826
-22.300000000000004,17.204352034612118
-22.200000000000003,16.98096697591306
-22.1,17.027865496523912
-22.000000000000004,17.032802182904003
-21.900000000000002,16.916790052971894
-21.800000000000004,17.03403635449903
-21.700000000000003,16.893340792666464
-21.6,16.94394182806239
-21.500000000000004,17.021694638548805
-21.400000000000002,17.253718898413016
-21.300000000000004,17.377136057915262
-21.200000000000003,16.93406845530221
-21.1,17.154985170811234
-21.000000000000004,17.187073632281802
-20.900000000000002,17.01799212376373
-20.800000000000004,17.12289670934064
-20.700000000000003,17.18583946068679
-20.6,17.077232360324807
-20.500000000000004,17.417863720550994
-20.400000000000002,17.094510762655126
-20.300000000000004,17.067358987564628
-20.200000000000003,17.12536505253069
-20.1,17.18213694590172
-20.000000000000004,17.14387762645602
-19.900000000000002,17.23890883927275
-19.800000000000004,17.2253329517275
-19.700000000000003,17.2031178630171
-19.6,17.338876738469565
-19.500000000000004,17.7708367967274
-19.400000000000002,17.314193306569116
-19.300000000000004,17.614097004159564
-19.200000000000003,17.274699815528393
-19.1,17.475869785517055
-19.000000000000004,17.3573893123949
-18.900000000000002,17.517831619747813
-18.800000000000004,17.338876738469555
-18.700000000000003,17.56966682673876
-18.6,17.54374922324329
-18.500000000000004,17.382072744295343
-18.400000000000002,17.447483838831538
-18.300000000000004,17.519065791342836
-18.200000000000003,17.441312980856427
-18.1,17.364794341965034
-18.000000000000004,17.33147170889942
-17.900000000000002,17.100681620630233
-17.800000000000004,17.23520632448768
-17.700000000000003,17.723938276116563
-17.6,17.267294785958264
-17.500000000000004,17.332705880494455
-17.400000000000002,17.347515939634714
-17.300000000000004,17.347515939634718
-17.200000000000003,17.329003365709386
-17.1,17.30061741902386
-17.000000000000004,17.486977329872243
-16.900000000000002,17.356155140799878
-16.800000000000004,17.327769194114364
-16.700000000000003,17.526470820912966
-16.6,17.432673779691264
-16.500000000000004,17.390711945460506
-16.400000000000002,17.554856767598487
-16.300000000000004,17.457357211591717
-16.200000000000003,17.66099552477041
-16.1,17.41169286257588
-16.000000000000004,17.641248779250052
-15.900000000000002,17.604223631399385
-15.800000000000002,17.51659744815279
-15.700000000000003,17.74121667844686
-15.600000000000003,17.32159833613925
-15.500000000000004,17.735045820471758
-15.400000000000002,17.40428783300575
-15.300000000000002,17.704191530596194
-15.200000000000003,17.503021560607547
-15.100000000000003,17.321598336139253
-15.000000000000004,17.732577477281716
-14.900000000000002,17.607926146184454
-14.800000000000002,17.55979345397858
-14.700000000000003,17.764665938752298
-14.600000000000003,17.85476046518893
-14.500000000000004,17.504255732202562
-14.400000000000002,17.501787389012524
-14.300000000000002,17.588179400664085
-14.200000000000003,17.5721351699288
-14.100000000000003,17.324066679329295
-14.000000000000004,17.333940052089474
-13.900000000000002,17.448718010426557
-13.800000000000002,17.120428366150595
-13.700000000000003,17.02539715333387
-13.600000000000003,17.23150380970262
-13.500000000000004,17.045143898854228
-13.400000000000002,17.145111798051044
-13.300000000000002,16.94887851444248
-13.200000000000003,16.911853366591803
-13.100000000000003,17.136472596885888
-13.000000000000004,17.077232360324814
-12.900000000000002,17.026631324928896
-12.800000000000002,16.914321709781856
-12.700000000000003,16.441633988888263
-12.600000000000003,16.60454463943123
-12.500000000000004,16.515684284589625
-12.400000000000002,16.294767569080594
-12.300000000000002,16.256508249634912
-12.200000000000003,16.59096875188599
-12.100000000000003,16.584797893910864
-12.000000000000004,16.329324373741223
-11.900000000000002,16.06521165240644
-11.800000000000002,16.31328014300594
-11.700000000000003,16.09730011387702
-11.600000000000003,16.08866091271187
-11.500000000000004,16.23429316092449
-11.400000000000002,16.119515202587426
-11.300000000000002,16.109641829827243
-11.200000000000003,16.26391327920504
-11.100000000000003,16.10840765823222
-11.000000000000004,15.804801445856702
-10.900000000000002,15.79616224469155
-10.800000000000002,16.098534285472038
-10.700000000000003,15.851699966467564
-10.600000000000003,15.685086801139537
-10.500000000000004,15.86897836879787
-10.400000000000002,15.665340055619184
-10.300000000000002,15.850465794872544
-10.200000000000003,15.683852629544512
-10.100000000000003,15.919579404193792
-10.000000000000004,15.457999227655405
-9.900000000000002,15.518473635811509
-9.800000000000002,15.55673295525722
-9.700000000000003,15.34815795569843
-9.600000000000003,15.666574227214214
-9.500000000000004,15.495024375506084
-9.400000000000002,15.43578413894501
-9.300000000000002,15.279044346377177
-9.200000000000003,15.646827481693858
-9.100000000000003,15.217335766626059
-9.000000000000004,15.409866535449556
-8.900000000000002,15.24078502693149
-8.800000000000002,15.242019198526505
-8.700000000000003,15.571543014397484
-8.600000000000003,15.092684435528799
-8.500000000000004,15.308664464657715
-8.400000000000002,15.435784138945014
-8.300000000000002,15.304961949872654
-8.200000000000003,15.387651446739158
-8.100000000000003,15.64189079531376
-8.000000000000004,15.254360914476734
-7.900000000000003,15.548093754092065
-7.8000000000000025,15.202525707485782
-7.700000000000003,15.142051299329701
-7.600000000000003,15.519707807406544
-7.500000000000003,15.24819005650161
-7.400000000000003,15.536986209736867
-7.3000000000000025,15.539454552926902
-7.200000000000003,15.498726890291156
-7.100000000000003,15.720877777395202
-7.000000000000003,15.493790203911079
-6.900000000000003,15.630783250958562
-6.8000000000000025,15.648061653288874
-6.700000000000003,15.607333990653126
-6.600000000000003,15.556732955257216
-6.500000000000003,15.656700854454034
-6.400000000000003,15.608568162248154
-6.3000000000000025,15.48268265955586
-6.200000000000003,15.644359138503804
-6.100000000000003,15.722111948990229
-6.000000000000003,15.780118013956264
-5.900000000000003,15.738156179725511
-5.8000000000000025,15.98622467032501
-5.700000000000003,16.06891416719151
-5.600000000000003,15.686320972734576
-5.500000000000003,15.956604552044475
-5.400000000000003,15.943028664499227
-5.3000000000000025,16.06150913762139
-5.200000000000003,15.966477924804659
-5.100000000000003,16.291065054295554
-5.000000000000003,16.14173029129784
-4.900000000000003,16.118281030992406
-4.8000000000000025,16.261444936015014
-4.700000000000003,16.168882066388313
-4.600000000000003,15.962775410019583
-4.500000000000003,16.299704255460703
-4.400000000000003,15.840592422112367
-4.3000000000000025,16.178755439148503
-4.200000000000003,16.41077969901271
-4.100000000000003,16.324387687361153
-4.000000000000003,16.611949669001355
-3.900000000000003,16.223185616569307
-3.800000000000003,16.562582805200464
-3.700000000000003,16.697107509057904
-3.6000000000000028,16.49100085268916
-3.5000000000000027,16.69834168065293
-3.400000000000003,16.641569787281902
-3.300000000000003,16.51568428458962
-3.200000000000003,16.70327836703302
-3.1000000000000028,16.9723277747479
-3.0000000000000027,16.63786727249683
-2.900000000000003,16.874828218741133
-2.800000000000003,16.80694878101489
-2.700000000000003,17.08463738989494
-2.6000000000000028,16.86001815960087
-2.5000000000000027,17.127833395720724
-2.400000000000003,17.195712833446954
-2.300000000000003,17.27223147233835
-2.200000000000003,17.242611354057818
-2.1000000000000028,17.257421413198074
-2.0000000000000027,17.02416298173884
-1.9000000000000028,17.059953957994484
-1.800000000000003,17.226567123322518
-1.7000000000000028,17.04637807044924
-1.6000000000000028,17.248782212032925
-1.5000000000000029,17.29444656104874
-1.4000000000000028,17.24878221203292
-1.300000000000003,17.54992008121838
-1.2000000000000028,17.34011091006458
-1.1000000000000028,17.494382359442376
-1.0000000000000029,17.229035466512563
-0.9000000000000028,17.473401442327003
-0.8000000000000028,17.463528069566813
-0.7000000000000028,17.367262685155072
-0.6000000000000029,17.331471708899414
-0.5000000000000029,17.238908839272735
-0.40000000000000285,17.45118635361659
-0.3000000000000028,17.452420525211615
-0.20000000000000284,17.388243602270453
-0.10000000000000284,17.53140750729305
-2.8449465006019636e-15,17.27593398712341
0.09999999999999716,17.426502921716143
0.19999999999999715,17.419097892146006
0.29999999999999716,17.66469803955547
0.39999999999999714,17.50425573220255
0.49999999999999717,17.44254715245144
0.5999999999999972,17.351218454419776
0.6999999999999972,17.320364164544216
0.7999999999999972,17.773305139917444
0.8999999999999971,17.606691974589424
0.9999999999999971,17.253718898413005
1.0999999999999972,17.233972152892655
1.199999999999997,17.24878221203292
1.2999999999999972,17.51659744815279
1.3999999999999972,17.27099730074332
1.4999999999999971,17.338876738469555
1.5999999999999972,17.720235761331477
1.699999999999997,17.541280880053232
1.7999999999999972,17.43267377969126
1.8999999999999972,17.441312980856427
1.9999999999999971,17.45612303999669
2.099999999999997,17.51289493336771
2.199999999999997,17.641248779250052
2.299999999999997,17.468464755946908
2.3999999999999972,17.25618724160305
2.4999999999999973,17.346281768039695
2.599999999999997,17.594350258639203
2.699999999999997,17.129067567315744
2.799999999999997,17.628907063299813
2.8999999999999972,17.79058354224775
2.9999999999999973,17.49931904582247
3.099999999999997,17.68197644188579
3.199999999999997,17.683210613480814
3.299999999999997,17.63878043606
3.3999999999999972,17.902893157394786
3.4999999999999973,17.67086889753059
3.599999999999997,17.52276830612789
3.699999999999997,17.832545376478524
3.799999999999997,17.88561475506447
3.8999999999999972,17.814032802553186
3.9999999999999973,17.92757658929524
4.099999999999997,17.94238664843551
4.1999999999999975,17.847355435618788
4.299999999999997,17.893019784634618
4.399999999999997,17.748621708016994
4.499999999999997,17.763431767157265
4.599999999999997,18.089253068243167
4.6999999999999975,17.952260021195684
4.799999999999997,18.038652032847246
4.899999999999997,18.15466416277935
4.999999999999997,18.067037979532774
5.099999999999997,17.984348482666267
5.1999999999999975,18.169474221919632
5.299999999999997,17.796754400222863
5.399999999999997,17.785646855867665
5.499999999999997,17.930044932485284
5.599999999999997,17.8868489266595
5.6999999999999975,18.12010735811873
5.799999999999997,18.074443009102904
5.899999999999997,17.838716234453628
5.999999999999997,18.032481174872135
6.099999999999997,17.825140346908384
6.1999999999999975,17.716533246546415
6.299999999999997,18.016436944136842
6.399999999999997,17.709128216976282
6.499999999999997,17.732577477281698
6.599999999999997,17.934981618865375
6.6999999999999975,17.842418749238696
6.799999999999997,18.057164606772595
6.899999999999997,17.599286945019273
6.999999999999997,17.59064774385412
7.099999999999997,17.769602625132375
7.1999999999999975,17.66716638274551
7.299999999999997,17.60669197458942
7.399999999999997,17.556090939193506
7.499999999999997,17.723938276116538
7.599999999999997,18.004095228186628
7.6999999999999975,17.601755288209326
7.799999999999997,17.89301978463462
7.899999999999997,17.7708367967274
7.999999999999997,17.66716638274551
8.099999999999998,17.65482466679529
8.199999999999998,17.637546264464973
8.299999999999997,17.865868009544126
8.399999999999997,17.764665938752287
8.499999999999996,17.855994636783947
8.599999999999998,17.716533246546415
8.699999999999998,17.562261797168613
8.799999999999997,17.61409700415955
8.899999999999997,17.670868897530585
8.999999999999996,17.62520454851476
9.099999999999998,17.427737093311162
9.199999999999998,17.463528069566824
9.299999999999997,17.50795824698763
9.399999999999997,17.351218454419783
9.499999999999996,17.357389312394897
9.599999999999998,17.59681860182924
9.699999999999998,17.395648631840594
9.799999999999997,17.309256620189014
9.899999999999997,17.395648631840587
9.999999999999996,17.383306915890365
10.099999999999998,17.672103069125605
10.199999999999998,17.579540199498933
10.299999999999997,17.65235632360525
10.399999999999997,17.586945229069066
10.499999999999996,17.641248779250056
10.599999999999998,17.331471708899432
10.699999999999998,17.47463561392202
10.799999999999997,17.525236649317943
10.899999999999997,17.272231472338348
10.999999999999996,17.470933099136957
11.099999999999998,17.590647743854127
11.199999999999998,17.536344193673152
11.299999999999997,17.41416120576592
11.399999999999997,17.32159833613925
11.499999999999996,17.26606061436324
11.599999999999998,17.335174223684486
11.699999999999998,17.380838572700323
11.799999999999997,17.250016383627948
11.899999999999997,16.972327774747903
11.999999999999996,17.13647259688588
12.099999999999998,17.25248472681799
12.199999999999998,17.262358099578172
12.299999999999997,17.309256620189018
12.399999999999997,17.183371117496733
12.499999999999996,17.246313868842876
12.599999999999998,17.137706768480914
12.699999999999998,17.000713721433417
12.799999999999997,17.200649519827056
12.899999999999997,17.01675795216871
12.999999999999996,17.3796044011053
13.099999999999998,17.172263573141535
13.199999999999998,17.29444656104876
13.299999999999997,17.174731916331584
13.399999999999997,17.325300850924314
13.499999999999996,17.20558620620714
13.599999999999998,17.2969149042388
13.699999999999998,17.393180288650544
13.799999999999997,17.340110910064574
13.899999999999997,17.189541975471847
13.999999999999996,17.483274815087185
14.099999999999998,17.383306915890365
14.199999999999998,17.07476401713477
14.299999999999997,17.29197821785871
14.399999999999997,17.31172496337907
14.499999999999996,17.46846475594691
14.599999999999998,17.395648631840597
14.699999999999998,17.533875850483096
14.799999999999997,17.322832507734272
14.899999999999997,17.595584430234226
14.999999999999996,17.388243602270457
15.099999999999998,17.6326095780849
15.199999999999998,17.67086889753059
15.299999999999997,17.832545376478528
15.399999999999997,17.594350258639206
15.499999999999996,17.695552329431045
15.599999999999998,18.108999813763553
15.699999999999998,17.773305139917458
15.799999999999997,17.885614755064495
15.899999999999997,17.838716234453642
15.999999999999996,17.8967222994197
16.099999999999998,17.946089163220595
16.199999999999996,18.05346209198755
16.299999999999997,18.04358871922736
16.4,17.985582654261307
16.499999999999996,18.205265198175297
16.599999999999998,18.232416973265792
16.699999999999996,18.096658097813325
16.799999999999997,18.339789902032738
16.9,18.317574813322334
16.999999999999996,18.223777772100636
17.099999999999998,18.353365789577992
17.199999999999996,18.35336578957799
17.299999999999997,18.561940789136777
17.4,18.717446410109588
17.499999999999996,18.828521853661616
17.599999999999998,18.360770819148115
17.699999999999996,18.856907800347123
17.799999999999997,18.743364013605067
17.9,18.76928161710054
17.999999999999996,18.71621223851457
18.099999999999998,18.98402747463443
18.199999999999996,18.943299811998703
18.299999999999997,18.893932948197797
18.4,18.721148924894653
18.499999999999996,19.07659034426112
18.599999999999998,19.13459640922717
18.699999999999996,19.114849663706803
18.799999999999997,19.08893206021133
18.9,18.9272555812634
18.999999999999996,18.92602140966839
19.099999999999998,18.848268599181964
19.199999999999996,18.89516711979282
19.299999999999997,19.009945078129903
19.4,18.75817407274533
19.499999999999996,19.20864670492851
19.599999999999998,18.99636919058466
19.699999999999996,19.17902658664798
19.799999999999997,18.768047445505513
19.9,18.91738220850322
19.999999999999996,18.51874478331099
20.099999999999998,18.42371357049426
20.199999999999996,18.54095987202139
20.299999999999997,18.65944034514353
20.4,18.366941677123222
20.499999999999996,18.44592865920466
20.599999999999998,18.22624611529067
20.699999999999996,18.306467268967126
20.799999999999997,18.092955583028257
20.9,18.265739606331387
20.999999999999996,18.12751238768888
21.099999999999998,17.99175351223642
21.199999999999996,17.85599463678395
21.299999999999997,18.30276475418206
21.4,17.927576589295242
21.499999999999996,17.802925258197984
21.599999999999998,17.66716638274552
21.699999999999996,17.38454108748539
21.799999999999997,17.562261797168613
21.9,17.25742141319808
21.999999999999996,17.31049079178404
22.099999999999998,17.19077614706687
22.199999999999996,17.25495307000804
22.299999999999997,17.06118812958952
22.4,16.93160011211216
22.499999999999996,16.900745822236605
22.599999999999998,16.93036594051714
22.699999999999996,16.815587982180055
22.799999999999997,16.603310467836213
22.9,16.697107509057904
22.999999999999996,16.22812230294939
23.099999999999998,16.392267125087375
23.199999999999996,16.166413723198264
23.299999999999997,16.19109715509872
23.4,15.961541238424548
